"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"File.Edit","=","","222","1693076704499","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","=",,"223","1693076704499","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"=",,,,,
"File.Edit"," ","","223","1693076704564","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"224","1693076704565","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","i","","224","1693076705934","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"225","1693076705934","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit"," ","","225","1693076705938","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","225","1693076706025","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","n","","225","1693076706026","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"226","1693076706031","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit","t","","226","1693076706196","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"227","1693076706201","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit","T","","227","1693076706781","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","T",,"228","1693076706786","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"T",,,,,
"File.Edit","i","","228","1693076707015","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"229","1693076707017","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit","p","","229","1693076707485","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"230","1693076707490","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"File.Edit"," ","","230","1693076708730","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"231","1693076708731","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","/","","231","1693076709269","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","/",,"232","1693076709270","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"/",,,,,
"File.Edit"," ","","232","1693076712628","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"233","1693076712628","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","5","","233","1693076712782","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","5",,"234","1693076712782","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"5",,,,,
"File.Edit",")","","234","1693076715845","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",")",,"235","1693076715846","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,")",,,,,
"X-Action","Right",,,"1693076718145","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"File.Edit","(","","224","1693076718595","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","(",,"225","1693076718596","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"(",,,,,
"File.Edit","","intTip","225","1693076725874","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","b","","225","1693076725874","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","b",,"226","1693076725874","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"b",,,,,
"File.Edit"," ","","227","1693076725878","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","226","1693076725987","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","i","","226","1693076725988","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"227","1693076725990","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"X-Action","Backspace",,,"1693076726464","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","i","226","1693076726465","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076726582","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","b","225","1693076726583","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","i","","225","1693076726765","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"226","1693076726766","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit"," ","","227","1693076726771","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","226","1693076726826","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","n","","226","1693076726827","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"227","1693076726829","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit","t","","227","1693076726942","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"228","1693076726947","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit","(","","228","1693076727289","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",")","","229","1693076727290","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","(",,"229","1693076727290","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"(",,,,,
"File.Edit","b","","229","1693076727483","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","b",,"230","1693076727483","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"b",,,,,
"File.Edit"," ","","230","1693076727486","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","230","1693076727596","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","i","","230","1693076727597","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"231","1693076727600","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit","l","","231","1693076727820","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"232","1693076727824","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"l",,,,,
"File.Edit","l","","232","1693076727927","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"233","1693076727934","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"l",,,,,
"X-Action","Right",,,"1693076734738","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693076734884","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693076735643","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693076735795","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693076736001","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Backspace",,,"1693076736362","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","",")","233","1693076736363","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076736503","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","l","232","1693076736504","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076736622","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","l","231","1693076736623","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076736752","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","i","230","1693076736753","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076736884","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","b","229","1693076736885","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076737018","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","(","228","1693076737019","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076737159","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","t","227","1693076737160","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076737305","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","n","226","1693076737306","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1693076737658","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","i","225","1693076737659","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","b","","225","1693076738338","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","b",,"226","1693076738338","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"b",,,,,
"File.Edit"," ","","227","1693076738341","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","226","1693076738432","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","i","","226","1693076738433","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"227","1693076738437","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit","l","","227","1693076738593","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"228","1693076738596","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"l",,,,,
"File.Edit","l","","228","1693076738706","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","l",,"229","1693076738711","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"l",,,,,
"File.Edit",".","","229","1693076738891","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",".",,"230","1693076738891","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,".",,,,,
"File.Edit"," ","","230","1693076738895","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","230","1693076739071","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","s","","230","1693076739072","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"231","1693076739078","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"s",,,,,
"File.Edit","t","","231","1693076739271","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"232","1693076739278","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"X-Action","Choose Lookup Item Replace",,,"1693076739485","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Choose Lookup Item Replace",,,,,
"File.Edit","rip","","232","1693076739488","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","(","","235","1693076739493","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",")","","236","1693076739493","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","$","","236","1693076740734","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","$",,"237","1693076740735","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"$",,,,,
"X-Action","Backspace",,,"1693076742570","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","$","236","1693076742571","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","'","","236","1693076742875","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","'",,"237","1693076742875","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"'",,,,,
"File.Edit","'","","237","1693076742875","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","$","","237","1693076744498","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","$",,"238","1693076744498","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"$",,,,,
"X-Action","Right",,,"1693076745710","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693076746432","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"X-Action","Right",,,"1693076754224","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"File.Edit","i","","225","1693076755045","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"226","1693076755046","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit"," ","","226","1693076755049","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","226","1693076755085","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","n","","226","1693076755086","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"227","1693076755089","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit","t","","227","1693076755179","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"228","1693076755186","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit","(","","228","1693076755534","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","(",,"229","1693076755535","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"(",,,,,
"File.Edit",")","","245","1693076757679","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",")",,"246","1693076757679","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,")",,,,,
"File.Edit"," ","","246","1693076760013","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"247","1693076760013","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"X-Action","Right",,,"1693076760889","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Right",,,,,
"File.Edit"," ","","248","1693076761272","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"249","1693076761272","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit"," ","","252","1693076762735","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"253","1693076762736","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","*","","253","1693076763104","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","*",,"254","1693076763105","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"*",,,,,
"File.Edit"," ","","254","1693076763292","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"255","1693076763292","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","'","","187","1693076774779","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","'",,"188","1693076774780","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"'",,,,,
"File.Edit","1","","188","1693076775702","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","1",,"189","1693076775703","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"1",,,,,
"File.Edit","","'1","187","1693076775707","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","'1 ","","187","1693076775707","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","189","1693076777683","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit",".","","189","1693076777684","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",".",,"190","1693076777684","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,".",,,,,
"File.Edit"," ","","190","1693076777689","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"191","1693076783637","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"X-Action","Backspace",,,"1693076784125","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit",""," ","190","1693076784127","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","'","","190","1693076784620","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","'",,"191","1693076784620","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"'",,,,,
"File.Edit"," ","","191","1693076785274","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"192","1693076785274","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","+","","192","1693076785742","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","+",,"193","1693076785742","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"+",,,,,
"File.Edit"," ","","193","1693076785942","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"194","1693076785942","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",," ",,,,,
"File.Edit","i","","262","1693076789226","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"263","1693076789228","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit"," ","","263","1693076789233","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","263","1693076789291","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","n","","263","1693076789292","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"264","1693076789294","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit","t","","264","1693076789419","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"265","1693076789423","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"X-Action","Choose Lookup Item Replace",,,"1693076790748","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Choose Lookup Item Replace",,,,,
"File.Edit","Tip","","265","1693076790751","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",")","","268","1693076794665","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",")",,"269","1693076794665","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,")",,,,,
"X-Action","Backspace",,,"1693076796070","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","",")","268","1693076796072","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Enter",,,"1693076800955","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","    
","","269","1693076800959","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Action","Enter",,,"1693076801099","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"Enter",,,,,
"File.Edit","    
","","274","1693076801100","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","p","","278","1693076802223","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"279","1693076802224","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"p",,,,,
"File.Edit"," ","","279","1693076802228","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",""," ","279","1693076802386","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","r","","279","1693076802387","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"280","1693076802390","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"r",,,,,
"File.Edit","i","","280","1693076802473","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"281","1693076802475","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"i",,,,,
"File.Edit","n","","281","1693076802546","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"282","1693076802548","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"n",,,,,
"File.Edit","t","","282","1693076802641","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","t",,"283","1693076802646","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"t",,,,,
"File.Edit","(","","283","1693076803689","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","(",,"284","1693076803689","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"(",,,,,
"File.Edit",")","","284","1693076803689","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","'","","284","1693076804190","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","'","","285","1693076804190","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","'",,"285","1693076804191","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"'",,,,,
"File.Edit","E","","285","1693076804548","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","E",,"286","1693076804548","Day2_Tip_Calculator.py","1.1.4 for 2021-2022 @t1",,"E",,,,,
